url	primary language	stars	commits	merges	avg message	rat issue refs
https://github.com/NervanaSystems/neon	Python	3165	1022	88	96.8816046967	0.115459882583
https://github.com/apache/couchdb	Erlang	3161	10780	589	156.562523191	0.0482374768089
https://github.com/aspnetboilerplate/aspnetboilerplate	C#	3139	3420	368	48.6178362573	0.358771929825
https://github.com/orientechnologies/orientdb	Java	3126	15065	1798	65.7261865251	0.203783604381
https://github.com/aws/chalice	Python	3119	787	205	131.087674714	0.142312579416
https://github.com/twitter-archive/flockdb	Scala	3115	740	92	38.0418918919	0.0148648648649
https://github.com/freebsd/freebsd	C	3092	244119	2757	196.883450284	0.0036047992987
https://github.com/johnmyleswhite/ML_for_Hackers	R	3088	88	13	49.4204545455	0.0681818181818
https://github.com/mozbrick/brick	JavaScript	3083	683	93	63.0600292826	0.0834553440703
https://github.com/btford/write-good	JavaScript	3071	110	22	65.6090909091	0.254545454545
https://github.com/padrino/padrino-framework	Ruby	3057	5471	930	65.3891427527	0.197221714495
https://github.com/wellcaffeinated/PhysicsJS	JavaScript	3026	526	35	37.674904943	0.0893536121673
https://github.com/jipegit/OSXAuditor	JavaScript	2938	74	18	92.2297297297	0.243243243243
https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector	Java	2885	2502	385	77.9536370903	0.186650679456
https://github.com/Zulko/moviepy	Python	2872	606	158	106.669966997	0.321782178218
https://github.com/BloombergMedia/whatiscode	JavaScript	2869	678	154	51.3112094395	0.135693215339
https://github.com/playcanvas/engine	JavaScript	2852	6666	1921	59.7233723372	0.133513351335
https://github.com/Frege/frege	Frege	2842	2962	160	66.9135719109	0.0702228224173
https://github.com/google/roboto	Python	2837	502	68	108.420318725	0.147410358566
https://github.com/brigade/scss-lint	Ruby	2827	1175	18	290.82212766	0.131914893617
https://github.com/basho/riak	Shell	2810	2902	647	79.7398345968	0.120606478291
https://github.com/chocolatey/chocolatey	PowerShell	2809	820	109	99.2682926829	0.0707317073171
https://github.com/github/gemoji	Ruby	2806	358	57	76.4273743017	0.150837988827
https://github.com/semantic-release/semantic-release	JavaScript	2794	219	51	83.2328767123	0.260273972603
https://github.com/cuckoosandbox/cuckoo	JavaScript	2792	7308	665	72.5400930487	0.0790914066776
https://github.com/play/play	Ruby	2746	716	88	43.4636871508	0.127094972067
https://github.com/jankotek/mapdb	Java	2739	2057	83	48.8147788041	0.183276616432
https://github.com/turbulenz/turbulenz_engine	TypeScript	2737	1737	174	70.9366724237	0.0316637881405
https://github.com/lelylan/betterspecs	HTML	2720	39	12	59.5128205128	0.410256410256
https://github.com/peek/peek	Ruby	2715	303	53	48.396039604	0.178217821782
https://github.com/sstephenson/sprockets		2697	1085	105	42.467281106	0.0801843317972
https://github.com/lambci/lambci	JavaScript	2690	156	5	43.3782051282	0.0897435897436
https://github.com/OptiKey/OptiKey	C#	2686	2084	196	57.2759117083	0.0571017274472
https://github.com/octokit/octokit.rb	Ruby	2683	2331	500	65.5302445302	0.199485199485
https://github.com/shakiba/planck.js	JavaScript	2669	99	4	21.3939393939	0.030303030303
https://github.com/GarageGames/Torque3D	C++	2644	2934	1096	97.345603272	0.373551465576
https://github.com/hoodiehq/hoodie	JavaScript	2627	1369	106	98.523009496	0.145361577794
https://github.com/ValveSoftware/openvr	C++	2625	47	0	1154.82978723	0.063829787234
https://github.com/Boris-Em/BEMSimpleLineGraph	Objective-C	2621	317	55	118.52681388	0.242902208202
https://github.com/hackmdio/hackmd	JavaScript	2620	1302	141	57.6728110599	0.0952380952381
https://github.com/jopohl/urh	Python	2557	2192	102	34.0164233577	0.0834854014599
https://github.com/PMSI-AlignAlytics/dimple	JavaScript	2541	251	28	45.2709163347	0.127490039841
https://github.com/cloudius-systems/osv	C	2516	7465	216	324.490689886	0.0557267247153
https://github.com/eddiezane/lunchy	Ruby	2498	93	29	69.7849462366	0.354838709677
https://github.com/sindresorhus/refined-github	JavaScript	2461	460	34	81.9152173913	0.636956521739
https://github.com/somerandomdude/Iconic	Python	2458	57	5	65.0175438596	0.0701754385965
